ID,Zip_Code,Total_Population,Has?
24561,71371,2238,0
24562,71373,6618,0
24563,71375,1324,0
24564,71377,159,0
24565,71378,2287,0
24566,71401,243,0
24567,71403,4363,0
24568,71404,727,0
24569,71405,6333,0
24570,71406,61,0
24571,71407,722,0
24572,71409,5598,0
24573,71410,133,0
24574,71411,3099,0
24575,71414,99,0
24576,71416,807,0
24577,71417,5059,0
24578,71418,6481,0
24579,71419,2533,0
24580,71422,1665,0
24581,71423,4934,0
24582,71424,966,0
24583,71425,298,0
24584,71426,276,0
24585,71427,397,0
24586,71429,2899,0
24587,71430,2874,0
24588,71432,1375,0
24589,71433,4232,0
24590,71435,3687,0
24591,71438,1709,0
24592,71439,1734,0
24593,71441,479,0
24594,71446,22631,0
24595,71447,1517,0
24596,71449,9234,0
24597,71450,1303,0
24598,71452,92,0
24599,71454,2332,0
24600,71455,132,0
24601,71456,1213,0
24602,71457,27741,0
24603,71459,11725,0
24604,71461,2467,0
24605,71462,1796,0
24606,71463,10049,0
24607,71465,2947,0
24608,71466,1029,0
24609,71467,7459,0
24610,71468,837,0
24611,71469,2291,0
24612,71472,437,0
24613,71473,402,0
24614,71474,609,0
24615,71479,936,0
24616,71480,1297,0
24617,71483,10155,0
24618,71485,2097,0
24619,71486,5364,0
24620,71601,14923,0
24621,71602,16246,0
24622,71603,31884,0
24623,71630,533,0
24624,71631,379,0
24625,71635,12081,0
24626,71638,3749,0
24627,71639,5987,0
24628,71640,2922,0
24629,71642,503,0
24630,71643,948,0
24631,71644,5386,0
24632,71646,6425,0
24633,71647,2188,0
24634,71651,30,0
24635,71652,1044,0
24636,71653,4703,0
24637,71654,4378,0
24638,71655,15106,0
24639,71658,590,0
24640,71659,113,0
24641,71660,818,0
24642,71661,424,0
24643,71662,173,0
24644,71663,765,0
24645,71665,5944,0
24646,71666,25,0
24647,71667,7220,0
24648,71670,1229,0
24649,71671,8628,0
24650,71674,613,0
24651,71675,1952,0
24652,71676,567,0
24653,71677,225,0
24654,71701,18968,0
24655,71711,65,0
24656,71720,2018,0
24657,71722,81,0
24658,71724,355,0
24659,71725,615,0
24660,71726,1441,0
24661,71730,31034,0
24662,71740,1284,0
24663,71742,5452,0
24664,71743,3850,0
24665,71744,2833,0
24666,71745,378,0
24667,71747,979,0
24668,71749,2463,0
24669,71751,1041,0
24670,71752,834,0
24671,71753,16813,0
24672,71758,361,0
24673,71759,587,0
24674,71762,2473,0
24675,71763,1708,0
24676,71764,1970,0
24677,71765,1895,0
24678,71766,791,0
24679,71770,3762,0
24680,71772,12,0
24681,71801,16865,0
24682,71820,54,0
24683,71822,8872,0
24684,71823,47,0
24685,71825,576,0
24686,71826,1211,0
24687,71827,681,0
24688,71832,10907,0
24689,71833,2052,0
24690,71834,1348,0
24691,71835,1328,0
24692,71836,2720,0
24693,71837,5409,0
24694,71838,1063,0
24695,71839,340,0
24696,71841,1161,0
24697,71842,2242,0
24698,71845,2143,0
24699,71846,2991,0
24700,71847,574,0
24701,71851,2210,0
24702,71852,10143,0
24703,71853,212,0
24704,71854,36663,0
24705,71855,666,0
24706,71857,4802,0
24707,71858,2336,0
24708,71859,413,0
24709,71860,2370,0
24710,71861,2057,0
24711,71862,535,0
24712,71865,115,0
24713,71866,498,0
24714,71901,30275,0
24715,71909,15017,0
24716,71913,45631,0
24717,71921,3908,0
24718,71922,63,0
24719,71923,15175,0
24720,71929,4409,0
24721,71933,1248,0
24722,71935,530,0
24723,71937,1786,0
24724,71940,1729,0
24725,71941,2328,0
24726,71943,4867,0
24727,71944,863,0
24728,71945,1360,0
24729,71949,2518,0
24730,71950,968,0
24731,71952,149,0
24732,71953,14295,0
24733,71956,2108,0
24734,71957,3005,0
24735,71958,2404,0
24736,71959,525,0
24737,71960,1381,0
24738,71961,924,0
24739,71962,829,0
24740,71964,3726,0
24741,71965,365,0
24742,71968,3914,0
24743,71969,308,0
24744,71970,837,0
24745,71971,489,0
24746,71972,345,0
24747,71973,1674,0
24748,71998,419,0
24749,71999,722,0
24750,72001,605,0
24751,72002,17563,0
24752,72003,789,0
24753,72004,1188,0
24754,72005,137,0
24755,72006,2821,0
24756,72007,6804,0
24757,72010,6990,0
24758,72011,4127,0
24759,72012,12869,0
24760,72013,2198,0
24761,72014,66,0
24762,72015,29978,0
24763,72016,3364,0
24764,72017,655,0
24765,72019,25056,0
24766,72020,3800,0
24767,72021,3814,0
24768,72022,16485,0
24769,72023,37178,0
24770,72024,3531,0
24771,72025,916,0
24772,72026,242,0
24773,72027,1569,0
24774,72029,1961,0
24775,72030,583,0
24776,72031,7123,0
24777,72032,32508,1
24778,72034,50730,0
24779,72035,1599,0
24780,72036,680,0
24781,72037,27,0
24782,72038,64,0
24783,72039,2354,0
24784,72040,2832,0
24785,72041,1440,0
24786,72042,5070,0
24787,72044,719,0
24788,72045,1402,0
24789,72046,4655,0
24790,72047,960,0
24791,72048,62,0
24792,72051,869,0
24793,72055,948,0
24794,72057,883,0
24795,72058,16581,0
24796,72059,27,0
24797,72060,422,0
24798,72061,73,0
24799,72063,1808,0
24800,72064,2376,0
24801,72065,5098,0
24802,72067,2545,0
24803,72068,392,0
24804,72069,1351,0
24805,72070,1526,0
24806,72072,478,0
24807,72073,1015,0
24808,72074,130,0
24809,72076,38780,0
24810,72079,668,0
24811,72080,379,0
24812,72081,6953,0
24813,72082,1839,0
24814,72083,230,0
24815,72084,1400,0
24816,72085,198,0
24817,72086,9887,0
24818,72087,2165,0
24819,72088,2612,0
24820,72099,677,0
24821,72101,2854,0
24822,72102,3442,0
24823,72103,12789,0
24824,72104,23610,0
24825,72106,5606,0
24826,72107,168,0
24827,72108,49,0
24828,72110,10913,0
24829,72111,1207,0
24830,72112,11318,0
24831,72113,24872,0
24832,72114,12684,0
24833,72116,22459,0
24834,72117,14458,0
24835,72118,20988,0
24836,72119,0,0
24837,72120,33161,0
24838,72121,3323,0
24839,72122,586,0
24840,72123,426,0
24841,72125,916,0
24842,72126,3821,0
24843,72127,2678,0
24844,72128,839,0
24845,72129,1121,0
24846,72130,786,0
24847,72131,4709,0
24848,72132,3573,0
24849,72134,241,0
24850,72135,2419,0
24851,72136,954,0
24852,72137,2590,0
24853,72139,227,0
24854,72140,466,0
24855,72141,670,0
24856,72142,2519,0
24857,72143,36127,0
24858,72149,0,0
24859,72150,12678,0
24860,72152,337,0
24861,72153,2475,0
24862,72156,492,0
24863,72157,1332,0
24864,72160,9951,0
24865,72165,13,0
24866,72166,175,0
24867,72167,1249,0
24868,72168,2380,0
24869,72169,165,0
24870,72170,239,0
24871,72173,8902,0
24872,72175,295,0
24873,72176,10183,0
24874,72179,505,0
24875,72181,20,0
24876,72201,869,0
24877,72202,10773,0
24878,72204,30559,0
24879,72205,24222,1
24880,72206,22984,0
24881,72207,10063,0
24882,72209,30854,0
24883,72210,16054,0
24884,72211,22331,0
24885,72212,13932,0
24886,72223,23299,0
24887,72227,11461,0
24888,72301,24773,0
24889,72311,97,0
24890,72315,22683,0
24891,72320,1571,0
24892,72321,180,0
24893,72322,149,0
24894,72324,2224,0
24895,72325,57,0
24896,72326,1564,0
24897,72327,2031,0
24898,72328,31,0
24899,72329,190,0
24900,72330,574,0
24901,72331,2985,0
24902,72332,19,0
24903,72333,756,0
24904,72335,19523,0
24905,72338,6,0
24906,72339,101,0
24907,72340,132,0
24908,72341,175,0
24909,72342,5422,0
24910,72346,615,0
24911,72347,683,0
24912,72348,2587,0
24913,72350,1103,0
24914,72351,661,0
24915,72353,39,0
24916,72354,2484,0
24917,72355,2295,0
24918,72358,1418,0
24919,72359,414,0
24920,72360,6199,0
24921,72364,15933,0
24922,72365,2932,0
24923,72366,1832,0
24924,72367,48,0
24925,72368,959,0
24926,72370,7888,0
24927,72372,2046,0
24928,72373,1176,0
24929,72374,979,0
24930,72376,1576,0
24931,72377,13,0
24932,72379,22,0
24933,72383,69,0
24934,72384,755,0
24935,72386,1878,0
24936,72389,340,0
24937,72390,7942,0
24938,72392,449,0
24939,72394,618,0
24940,72395,1185,0
24941,72396,12941,0
24942,72401,57220,0
24943,72404,26545,0
24944,72410,317,0
24945,72411,2201,0
24946,72412,525,0
24947,72413,519,0
24948,72414,374,0
24949,72415,1435,0
24950,72416,5561,0
24951,72417,4814,0
24952,72419,1453,0
24953,72421,709,0
24954,72422,4512,0
24955,72424,70,0
24956,72425,297,0
24957,72426,175,0
24958,72427,239,0
24959,72428,67,0
24960,72429,390,0
24961,72430,392,0
24962,72431,469,0
24963,72432,6532,0
24964,72433,3190,0
24965,72434,1875,0
24966,72435,412,0
24967,72436,870,0
24968,72437,3794,0
24969,72438,2683,0
24970,72440,258,0
24971,72441,88,0
24972,72442,4439,0
24973,72443,3231,0
24974,72444,1826,0
24975,72445,66,0
24976,72447,1995,0
24977,72449,243,0
24978,72450,38308,0
24979,72453,159,0
24980,72454,4927,0
24981,72455,12396,0
24982,72456,421,0
24983,72457,129,0
24984,72458,796,0
24985,72459,1362,0
24986,72460,746,0
24987,72461,4004,0
24988,72462,333,0
24989,72464,56,0
24990,72466,1749,0
24991,72467,279,0
24992,72469,1005,0
24993,72470,177,0
24994,72471,1015,0
24995,72472,9088,0
24996,72473,2379,0
24997,72476,6584,0
24998,72478,385,0
24999,72479,1375,0
25000,72482,1160,0
25001,72501,25826,0
25002,72512,2554,0
25003,72513,2808,0
25004,72515,0,0
25005,72517,311,0
25006,72519,3521,0
25007,72520,155,0
25008,72521,5250,0
25009,72522,463,0
25010,72523,1198,0
25011,72524,350,0
25012,72526,231,0
25013,72527,758,0
25014,72528,7,0
25015,72529,4573,0
25016,72530,1384,0
25017,72531,1282,0
25018,72532,1190,0
25019,72533,478,0
25020,72534,1813,0
25021,72536,400,0
25022,72537,755,0
25023,72538,280,0
25024,72539,198,0
25025,72540,267,0
25026,72542,3989,0
25027,72543,12139,0
25028,72544,537,0
25029,72546,207,0
25030,72550,605,0
25031,72553,54,0
25032,72554,2441,0
25033,72555,114,0
25034,72556,3176,0
25035,72560,9116,0
25036,72561,805,0
25037,72562,2343,0
25038,72564,456,0
25039,72565,662,0
25040,72566,596,0
25041,72567,335,0
25042,72568,1215,0
25043,72569,400,0
25044,72571,232,0
25045,72572,109,0
25046,72573,335,0
25047,72576,4284,0
25048,72577,636,0
25049,72578,84,0
25050,72579,1153,0
25051,72581,1075,0
25052,72583,1680,0
25053,72584,490,0
25054,72585,372,0
25055,72587,73,0
25056,72601,30306,0
25057,72611,1642,0
25058,72616,10654,0
25059,72617,129,0
25060,72619,2312,0
25061,72623,938,0
25062,72624,321,0
25063,72626,1283,0
25064,72628,943,0
25065,72629,424,0
25066,72630,227,0
25067,72631,3976,0
25068,72632,4175,0
25069,72633,1442,0
25070,72634,4318,0
25071,72635,4021,0
25072,72636,13,0
25073,72638,7585,0
25074,72639,607,0
25075,72640,210,0
25076,72641,2775,0
25077,72642,1932,0
25078,72644,2758,0
25079,72645,1998,0
25080,72648,545,0
25081,72650,4451,0
25082,72651,1232,0
25083,72653,27675,0
25084,72655,394,0
25085,72658,1902,0
25086,72660,615,0
25087,72661,529,0
25088,72662,2606,0
25089,72663,347,0
25090,72666,159,0
25091,72668,405,0
25092,72669,49,0
25093,72670,109,0
25094,72672,279,0
25095,72675,1092,0
25096,72677,387,0
25097,72679,43,0
25098,72680,719,0
25099,72682,574,0
25100,72683,407,0
25101,72685,1415,0
25102,72686,54,0
25103,72687,6150,0
25104,72701,43340,0
25105,72703,32052,1
25106,72704,25035,0
25107,72712,51858,1
25108,72714,12885,0
25109,72715,16147,0
25110,72717,886,0
25111,72718,2781,0
25112,72719,11242,0
25113,72721,431,0
25114,72722,3718,0
25115,72727,5672,0
25116,72729,167,0
25117,72730,7568,0
25118,72732,4395,0
25119,72734,8388,0
25120,72736,6655,0
25121,72738,2209,0
25122,72739,597,0
25123,72740,9504,0
25124,72742,605,0
25125,72744,5620,0
25126,72745,12980,0
25127,72747,182,0
25128,72749,144,0
25129,72751,7005,0
25130,72752,323,0
25131,72753,9422,0
25132,72756,40381,0
25133,72758,39727,0
25134,72760,373,0
25135,72761,22314,0
25136,72762,40266,0
25137,72764,54717,0
25138,72768,895,0
25139,72769,859,0
25140,72773,1111,0
25141,72774,5680,0
25142,72776,668,0
25143,72801,19643,0
25144,72802,21699,0
25145,72821,2114,0
25146,72823,6295,0
25147,72824,1807,0
25148,72826,64,0
25149,72827,159,0
25150,72828,36,0
25151,72830,15459,0
25152,72832,1113,0
25153,72833,4232,0
25154,72834,10681,0
25155,72835,695,0
25156,72837,6936,0
25157,72838,97,0
25158,72839,351,0
25159,72840,2278,0
25160,72841,150,0
25161,72842,1187,0
25162,72843,2627,0
25163,72845,1155,0
25164,72846,3934,0
25165,72847,2614,0
25166,72851,630,0
25167,72852,96,0
25168,72853,2009,0
25169,72854,773,0
25170,72855,6036,0
25171,72856,375,0
25172,72857,1388,0
25173,72858,4306,0
25174,72860,696,0
25175,72863,1737,0
25176,72865,1537,0
25177,72901,21639,0
25178,72903,25989,0
25179,72904,22436,0
25180,72908,13331,0
25181,72916,7966,0
25182,72921,14323,0
25183,72923,4819,0
25184,72926,623,0
25185,72927,8543,0
25186,72928,603,0
25187,72930,383,0
25188,72932,1744,0
25189,72933,5696,0
25190,72934,687,0
25191,72935,401,0
25192,72936,14468,0
25193,72937,3495,0
25194,72938,1397,0
25195,72940,2757,0
25196,72941,5488,0
25197,72943,2265,0
25198,72944,3564,0
25199,72945,249,0
25200,72946,3790,0
25201,72947,4801,0
25202,72948,265,0
25203,72949,8761,0
25204,72950,200,0
25205,72951,998,0
25206,72952,2838,0
25207,72955,230,0
25208,72956,34694,0
25209,72958,7347,0
25210,72959,2835,0
25211,73002,906,0
25212,73003,24344,0
25213,73004,1011,0
25214,73005,9545,0
25215,73006,3261,0
25216,73007,2328,0
25217,73008,20390,0
25218,73009,1363,0
25219,73010,19439,0
25220,73011,339,0
25221,73012,35177,0
25222,73013,51004,1
25223,73014,1912,0
25224,73015,3151,0
25225,73016,1803,0
25226,73017,1580,0
25227,73018,20033,0
25228,73019,0,0
25229,73020,23414,0
25230,73021,223,0
25231,73024,818,0
25232,73025,12126,0
25233,73026,10357,0
25234,73027,1266,0
25235,73028,3830,0
25236,73029,1670,0
25237,73030,4568,0
25238,73032,252,0
25239,73033,410,0
25240,73034,43646,0
25241,73036,20410,0
25242,73038,1856,0
25243,73040,1769,0
25244,73041,244,0
25245,73042,1207,0
25246,73043,146,0
25247,73044,23349,0
25248,73045,10499,0
25249,73047,4936,0
25250,73048,2289,0
25251,73049,6526,0
25252,73050,891,0
25253,73051,10469,0
25254,73052,6618,0
25255,73053,762,0
25256,73054,3919,0
25257,73055,10218,0
25258,73056,404,0
25259,73057,2360,0
25260,73058,249,0
25261,73059,2934,0
25262,73061,1663,0
25263,73062,1364,0
25264,73063,704,0
25265,73064,23140,0
25266,73065,7956,0
25267,73066,320,0
25268,73067,2335,0
25269,73068,12066,0
25270,73069,24635,1
25271,73071,40693,0
25272,73072,47552,0
25273,73073,521,0
25274,73074,1078,0
25275,73075,9448,0
25276,73077,6805,0
25277,73078,10071,0
25278,73079,547,0
25279,73080,9592,0
25280,73082,3106,0
25281,73084,7167,0
25282,73086,8472,0
25283,73089,12444,0
25284,73090,1175,0
25285,73092,990,0
25286,73093,2853,0
25287,73095,1857,0
25288,73096,14121,0
25289,73097,95,0
25290,73098,4550,0
25291,73099,66693,0
25292,73102,5312,0
25293,73103,4898,0
25294,73104,2306,0
25295,73105,5479,0
25296,73106,13031,0
25297,73107,25486,0
25298,73108,14564,0
25299,73109,22462,0
25300,73110,33772,0
25301,73111,11395,0
25302,73112,31948,0
25303,73114,18641,0
25304,73115,21425,0
25305,73116,9430,0
25306,73117,5619,0
25307,73118,13942,0
25308,73119,33358,0
25309,73120,35936,0
25310,73121,3427,0
25311,73122,13192,0
25312,73127,25730,0
25313,73128,4778,0
25314,73129,19080,0
25315,73130,20462,0
25316,73131,3564,0
25317,73132,28149,0
25318,73134,4746,1
25319,73135,22338,0
25320,73139,17783,0
25321,73141,2613,0
25322,73142,14135,0
25323,73145,3046,0
25324,73149,5144,0
25325,73150,4551,0
25326,73151,1705,0
25327,73159,33496,0
25328,73160,58078,1
25329,73162,29366,0
25330,73165,6561,0
25331,73169,2189,0
25332,73170,37896,0
25333,73173,2376,0
25334,73179,4868,0
25335,73401,36058,0
25336,73425,42,0
25337,73430,1313,0
25338,73432,1192,0
25339,73433,2995,0
25340,73434,502,0
25341,73437,98,0
25342,73438,3559,0
25343,73439,7586,0
25344,73440,343,0
25345,73441,163,0
25346,73442,409,0
25347,73443,3808,0
25348,73444,93,0
25349,73446,8297,0
25350,73447,1276,0
25351,73448,6171,0
25352,73449,3170,0
25353,73450,1331,0
25354,73453,539,0
25355,73455,625,0
25356,73456,2176,0
25357,73458,927,0
25358,73459,1072,0
25359,73460,4708,0
25360,73461,704,0
25361,73463,3352,0
25362,73481,933,0
25363,73487,174,0
25364,73491,750,0
25365,73501,20147,0
25366,73503,10651,0
25367,73505,49421,0
25368,73507,22491,0
25369,73520,150,0
25370,73521,20917,0
25371,73526,2327,0
25372,73527,5358,0
25373,73528,561,0
25374,73529,5544,0
25375,73530,471,0
25376,73531,432,0
25377,73532,441,0
25378,73533,27542,0
25379,73537,638,0
25380,73538,6108,0
25381,73539,249,0
25382,73540,701,0
25383,73541,2778,0
25384,73542,4464,0
25385,73543,1553,0
25386,73544,227,0
25387,73546,1041,0
25388,73547,2354,0
25389,73548,523,0
25390,73549,184,0
25391,73550,2334,0
25392,73551,46,0
25393,73552,1541,0
25394,73553,92,0
25395,73554,3300,0
25396,73555,211,0
25397,73556,137,0
25398,73557,432,0
25399,73559,559,0
25400,73560,795,0
25401,73562,604,0
25402,73564,507,0
25403,73565,994,0
25404,73566,1845,0
25405,73567,702,0
25406,73568,1022,0
25407,73569,536,0
25408,73570,1103,0
25409,73571,166,0
25410,73572,3805,0
25411,73573,2549,0
25412,73601,10401,0
25413,73620,1072,0
25414,73622,170,0
25415,73624,2373,0
25416,73625,622,0
25417,73626,972,0
25418,73627,473,0
25419,73628,1661,0
25420,73632,3451,0
25421,73638,268,0
25422,73639,526,0
25423,73641,646,0
25424,73642,135,0
25425,73644,14966,0
25426,73645,1394,0
25427,73646,427,0
25428,73647,618,0
25429,73650,1076,0
25430,73651,4093,0
25431,73654,722,0
25432,73655,794,0
25433,73658,276,0
25434,73659,201,0
25435,73660,361,0
25436,73661,441,0
25437,73662,6520,0
25438,73663,1449,0
25439,73664,1122,0
25440,73666,226,0
25441,73667,615,0
25442,73669,1808,0
25443,73673,281,0
25444,73701,24015,0
25445,73703,30089,0
25446,73705,300,0
25447,73716,488,0
25448,73717,6949,0
25449,73718,595,0
25450,73719,43,0
25451,73720,134,0
25452,73722,532,0
25453,73724,1079,0
25454,73726,556,0
25455,73727,231,0
25456,73728,1921,0
25457,73729,612,0
25458,73730,760,0
25459,73731,102,0
25460,73733,362,0
25461,73734,948,0
25462,73735,652,0
25463,73736,523,0
25464,73737,3394,0
25465,73738,1205,0
25466,73739,335,0
25467,73741,1750,0
25468,73742,4232,0
25469,73743,175,0
25470,73744,204,0
25471,73746,28,0
25472,73747,439,0
25473,73749,404,0
25474,73750,7475,0
25475,73753,364,0
25476,73754,1116,0
25477,73755,919,0
25478,73756,274,0
25479,73757,221,0
25480,73758,97,0
25481,73759,1725,0
25482,73760,342,0
25483,73761,441,0
25484,73762,2059,0
25485,73763,1634,0
25486,73764,102,0
25487,73766,1166,0
25488,73768,1763,0
25489,73771,392,0
25490,73772,4035,0
25491,73773,2016,0
25492,73801,15289,0
25493,73832,1060,0
25494,73834,1555,0
25495,73835,199,0
25496,73838,343,0
25497,73840,765,0
25498,73841,1330,0
25499,73842,522,0
25500,73843,848,0
25501,73844,225,0
25502,73848,2366,0
25503,73851,136,0
25504,73852,2780,0
25505,73853,681,0
25506,73855,93,0
25507,73857,635,0
25508,73858,1555,0
25509,73859,1356,0
25510,73860,1622,0
25511,73901,231,0
25512,73931,473,0
25513,73932,2387,0
25514,73933,1548,0
25515,73937,227,0
25516,73938,726,0
25517,73939,1710,0
25518,73942,13865,0
25519,73944,512,0
25520,73945,2830,0
25521,73946,51,0
25522,73947,361,0
25523,73949,1434,0
25524,73950,1353,0
25525,73951,1129,0
25526,74001,305,0
25527,74002,1951,0
25528,74003,14247,0
25529,74006,26803,0
25530,74008,27312,0
25531,74010,10827,0
25532,74011,27279,0
25533,74012,62075,0
25534,74014,38441,0
25535,74015,8667,0
25536,74016,5778,0
25537,74017,28184,0
25538,74019,18030,0
25539,74020,7241,0
25540,74021,19641,0
25541,74022,1870,0
25542,74023,11479,0
25543,74026,950,0
25544,74027,1060,0
25545,74028,1714,0
25546,74029,5105,0
25547,74030,3855,0
25548,74032,2295,0
25549,74033,11454,0
25550,74034,130,0
25551,74035,4113,0
25552,74036,7357,0
25553,74037,17715,0
25554,74038,2129,0
25555,74039,3806,0
25556,74041,2757,0
25557,74042,464,0
25558,74044,7316,0
25559,74045,348,0
25560,74046,99,0
25561,74047,6904,0
25562,74048,6168,0
25563,74050,366,0
25564,74051,1875,0
25565,74052,1075,0
25566,74053,4696,0
25567,74054,821,0
25568,74055,44415,0
25569,74056,5318,0
25570,74058,3962,0
25571,74059,5635,0
25572,74060,439,0
25573,74061,2037,0
25574,74062,796,0
25575,74063,31448,0
25576,74066,32474,0
25577,74068,27,0
25578,74070,15194,0
25579,74071,145,0
25580,74072,1846,0
25581,74073,5754,0
25582,74074,31482,0
25583,74075,25217,1
25584,74078,2344,0
25585,74079,4176,0
25586,74080,2816,0
25587,74081,2022,0
25588,74082,74,0
25589,74083,997,0
25590,74084,555,0
25591,74085,2325,0
25592,74103,2061,0
25593,74104,11827,0
25594,74105,25562,0
25595,74106,17977,0
25596,74107,20000,0
25597,74108,7153,0
25598,74110,14785,0
25599,74112,20472,0
25600,74114,16070,0
25601,74115,23484,0
25602,74116,4238,0
25603,74117,103,0
25604,74119,3305,0
25605,74120,4915,0
25606,74126,10417,0
25607,74127,15907,0
25608,74128,12620,0
25609,74129,19451,0
25610,74130,2037,0
25611,74131,3014,0
25612,74132,8922,0
25613,74133,46028,1
25614,74134,16427,0
25615,74135,20982,0
25616,74136,31726,0
25617,74137,28046,0
25618,74145,18284,0
25619,74146,16181,0
25620,74301,11633,0
25621,74330,3336,0
25622,74331,6955,0
25623,74332,1593,0
25624,74333,1176,0
25625,74337,5009,0
25626,74338,5551,0
25627,74339,2388,0
25628,74340,202,0
25629,74342,2920,0
25630,74343,3220,0
25631,74344,15197,0
25632,74346,7754,0
25633,74347,2657,0
25634,74349,265,0
25635,74350,765,0
25636,74352,6627,0
25637,74354,18003,0
25638,74358,243,0
25639,74359,541,0
25640,74360,14,0
25641,74361,16465,0
25642,74363,2955,0
25643,74364,1771,0
25644,74365,4377,0
25645,74366,1462,0
25646,74367,427,0
25647,74368,88,0
25648,74369,2051,0
25649,74370,3606,0
25650,74401,16495,0
25651,74403,30561,0
25652,74421,4591,0
25653,74422,700,0
25654,74423,964,0
25655,74425,1427,0
25656,74426,9465,0
25657,74427,985,0
25658,74428,1442,0
25659,74429,15323,0
25660,74430,441,0
25661,74431,922,0
25662,74432,9454,0
25663,74434,8791,0
25664,74435,3358,0
25665,74436,5142,0
25666,74437,10178,0
25667,74438,144,0
25668,74441,5744,0
25669,74442,835,0
25670,74445,3309,0
25671,74446,457,0
25672,74447,16604,0
25673,74450,1964,0
25674,74451,4337,0
25675,74452,364,0
25676,74454,3166,0
25677,74455,3195,0
25678,74456,223,0
25679,74457,432,0
25680,74458,94,0
25681,74459,89,0
25682,74460,157,0
25683,74462,7557,0
25684,74463,2114,0
25685,74464,31494,0
25686,74467,15226,0
25687,74468,304,0
25688,74469,2447,0
25689,74470,1709,0
25690,74471,1809,0
25691,74472,694,0
25692,74477,0,0
25693,74501,28069,0
25694,74521,193,0
25695,74522,254,0
25696,74523,5961,0
25697,74525,9664,0
25698,74528,205,0
25699,74530,175,0
25700,74531,1011,0
25701,74533,746,0
25702,74534,154,0
25703,74535,104,0
25704,74536,1582,0
25705,74538,4067,0
25706,74540,196,0
25707,74543,467,0
25708,74546,683,0
25709,74547,3638,0
25710,74549,76,0
25711,74552,1253,0
25712,74553,1269,0
25713,74554,1750,0
25714,74555,772,0
25715,74556,384,0
25716,74557,459,0
25717,74558,418,0
25718,74560,582,0
25719,74561,2013,0
25720,74562,873,0
25721,74563,2051,0
25722,74565,664,0
25723,74567,105,0
25724,74569,1230,0
25725,74570,1035,0
25726,74571,3619,0
25727,74572,684,0
25728,74574,1174,0
25729,74576,109,0
25730,74577,195,0
25731,74578,6263,0
25732,74601,19164,0
25733,74604,12534,0
25734,74630,771,0
25735,74631,7506,0
25736,74632,558,0
25737,74633,327,0
25738,74636,244,0
25739,74637,1747,0
25740,74640,286,0
25741,74641,644,0
25742,74643,396,0
25743,74644,533,0
25744,74646,263,0
25745,74647,3705,0
25746,74650,642,0
25747,74651,813,0
25748,74652,814,0
25749,74653,3814,0
25750,74701,24232,0
25751,74720,496,0
25752,74722,222,0
25753,74723,1411,0
25754,74724,427,0
25755,74726,2452,0
25756,74727,1802,0
25757,74728,11128,0
25758,74729,2995,0
25759,74730,4815,0
25760,74731,1525,0
25761,74733,3200,0
25762,74734,1263,0
25763,74735,1502,0
25764,74736,1118,0
25765,74738,638,0
25766,74740,2244,0
25767,74741,1004,0
25768,74743,8591,0
25769,74745,9847,0
25770,74747,147,0
25771,74748,637,0
25772,74750,386,0
25773,74753,46,0
25774,74754,254,0
25775,74755,69,0
25776,74756,703,0
25777,74759,1311,0
25778,74760,351,0
25779,74761,78,0
25780,74764,3779,0
25781,74766,1508,0
25782,74801,21917,0
25783,74804,20930,0
25784,74820,31352,0
25785,74824,1492,0
25786,74825,2211,0
25787,74826,1050,0
25788,74827,349,0
25789,74829,1542,0
25790,74830,264,0
25791,74831,792,0
25792,74832,799,0
25793,74833,842,0
25794,74834,7719,0
25795,74836,185,0
25796,74837,273,0
25797,74839,795,0
25798,74840,1887,0
25799,74842,118,0
25800,74843,358,0
25801,74844,340,0
25802,74845,563,0
25803,74848,8079,0
25804,74849,3059,0
25805,74850,343,0
25806,74851,10389,0
25807,74852,1507,0
25808,74854,1985,0
25809,74855,4811,0
25810,74856,845,0
25811,74857,8689,0
25812,74859,6034,0
25813,74860,1739,0
25814,74864,5303,0
25815,74865,1863,0
25816,74867,778,0
25817,74868,13700,0
25818,74869,801,0
25819,74871,2429,0
25820,74872,3199,0
25821,74873,11649,0
25822,74875,1353,0
25823,74878,1450,0
25824,74880,2121,0
25825,74881,5111,0
25826,74883,2377,0
25827,74884,5772,0
25828,74901,1859,0
25829,74902,4073,0
25830,74930,2153,0
25831,74931,1183,0
25832,74932,2487,0
25833,74935,187,0
25834,74936,1074,0
25835,74937,5536,0
25836,74939,1203,0
25837,74940,2843,0
25838,74941,2733,0
25839,74942,147,0
25840,74943,140,0
25841,74944,1084,0
25842,74945,473,0
25843,74946,133,0
25844,74948,11822,0
25845,74949,285,0
25846,74951,1287,0
25847,74953,11787,0
25848,74954,4993,0
25849,74955,15032,0
25850,74956,1798,0
25851,74957,1181,0
25852,74959,7319,0
25853,74960,13861,0
25854,74962,4747,0
25855,74963,500,0
25856,74964,2706,0
25857,74965,4848,0
25858,74966,3701,0
25859,75001,14617,1
25860,75002,69688,0
25861,75006,50788,0
25862,75007,53744,0
25863,75009,10557,0
25864,75010,27822,1
25865,75013,38975,1
25866,75019,41947,1
25867,75020,21891,0
25868,75021,8704,0
25869,75022,24625,0
25870,75023,49563,0
25871,75024,42405,0
25872,75025,53559,0
25873,75028,47056,1
25874,75032,31399,0
25875,75034,95996,1
25876,75035,65264,0
25877,75038,29762,0
