,zip_code,num_of_fast_food,num_of_mex-restaurants
2630,11549,12,67
2631,11550,348,189
2632,11552,362,191
2633,11553,372,198
2634,11554,344,192
2635,11557,83,38
2636,11558,41,29
2637,11559,197,96
2638,11560,51,27
2639,11561,667,378
2640,11563,77,35
2641,11565,109,63
2642,11566,242,150
2643,11568,258,126
2644,11569,103,76
2645,11570,325,163
2646,11572,216,124
2647,11575,76,46
2648,11576,217,115
2649,11577,86,43
2650,11579,14,6
2651,11580,93,31
2652,11581,326,175
2653,11590,299,143
2654,11596,103,48
2655,11598,73,26
2656,11691,36,27
2657,11692,31,21
2658,11693,12,15
2659,11694,12,15
2660,11697,177,129
2661,11701,174,95
2662,11702,348,180
2663,11703,53,24
2664,11704,455,238
2665,11705,59,35
2666,11706,276,140
2667,11709,27,13
2668,11710,240,146
2669,11713,63,24
2670,11714,260,135
2671,11715,37,20
2672,11716,95,56
2673,11717,159,72
2674,11718,35,20
2675,11719,41,14
2676,11720,143,62
2677,11721,16,15
2678,11722,131,66
2679,11724,66,53
2680,11725,113,60
2681,11726,136,75
2682,11727,119,52
2683,11729,173,85
2684,11730,65,43
2685,11731,89,57
2686,11732,93,31
2687,11733,248,108
2688,11735,222,113
2689,11738,138,60
2690,11739,13,6
2691,11740,84,61
2692,11741,143,72
2693,11742,139,68
2694,11743,391,211
2695,11746,479,261
2696,11747,167,85
2697,11749,34,17
2698,11751,80,43
2699,11752,104,59
2700,11753,234,110
2701,11754,70,37
2702,11755,142,64
2703,11756,328,166
2704,11757,140,72
2705,11758,537,287
2706,11762,174,96
2707,11763,97,39
2708,11764,80,32
2709,11765,11,257
2710,11766,87,36
2711,11767,46,23
2712,11768,254,146
2713,11769,67,32
2714,11770,153,86
2715,11771,419,263
2716,11772,174,83
2717,11776,107,47
2718,11777,54,27
2719,11778,44,21
2720,11779,342,170
2721,11780,81,42
2722,11782,211,115
2723,11783,223,134
2724,11784,140,61
2725,11786,29,12
2726,11787,106,45
2727,11788,383,204
2728,11789,16,8
2729,11790,98,48
2730,11791,552,309
2731,11792,15,5
2732,11793,600,327
2733,11794,7,40
2734,11795,121,59
2735,11796,13,11
2736,11797,130,74
2737,11798,164,79
2738,11801,257,120
2739,11803,192,97
2740,11804,212,97
2741,11901,47,39
2742,11930,17,21
2743,11932,19,38
2744,11933,67,31
2745,11934,24,7
2746,11935,7,10
2747,11937,73,87
2748,11939,8,13
2749,11940,13,161
2750,11941,62,32
2751,11942,14,20
2752,11944,8,18
2753,11946,41,42
2754,11947,9,45
2755,11948,11,10
2756,11949,90,42
2757,11950,28,6
2758,11951,72,29
2759,11952,10,6
2760,11953,78,32
2761,11954,11,12
2762,11955,20,54
2763,11956,6,5
2764,11957,24,28
2765,11958,7,9
2766,11959,11,14
2767,11960,59,36
2768,11961,32,14
2769,11962,11,14
2770,11963,25,51
2771,11964,18,38
2772,11965,19,37
2773,11967,170,75
2774,11968,21,31
2775,11971,9,20
2776,11972,13,7
2777,11975,11,12
2778,11976,22,43
2779,11977,7,8
2780,11978,48,36
2781,11980,68,25
2782,12008,10,5
2783,12009,327,137
2784,12010,273,122
2785,12015,26,22
2786,12017,16,15
2787,12018,324,150
2788,12019,335,149
2789,12020,256,100
2790,12022,645,6
2791,12023,211,89
2792,12025,11,5
2793,12027,8,154
2794,12028,6,233
2795,12029,28,16
2796,12031,48,11
2797,12032,27,7
2798,12033,98,60
2799,12035,11,10
2800,12036,234,99
2801,12037,11,14
2802,12041,118,60
2803,12042,19,17
2804,12043,33,9
2805,12045,35,19
2806,12046,26,13
2807,12047,96,33
2808,12051,29,21
2809,12052,30,9
2810,12053,221,89
2811,12054,197,91
2812,12056,63,23
2813,12057,16,8
2814,12058,26,19
2815,12059,12,6
2816,12060,216,128
2817,12061,187,91
2818,12062,9,8
2819,12063,125,68
2820,12064,9,94
2821,12065,185,69
2822,12066,84,24
2823,12067,88,56
2824,12068,53,13
2825,12070,27,6
2826,12071,11,243
2827,12072,56,13
2828,12074,205,77
2829,12075,90,57
2830,12076,16,13
2831,12077,64,46
2832,12078,31,8
2833,12083,464,263
2834,12084,75,23
2835,12085,187,83
2836,12086,19,199
2837,12087,12,6
2838,12090,15,8
2839,12092,13,213
2840,12093,21,9
2841,12094,306,150
2842,12095,42,10
2843,12106,21,21
2844,12108,130,61
2845,12110,281,123
2846,12116,24,10
2847,12117,10,194
2848,12118,334,153
2849,12120,448,248
2850,12121,108,39
2851,12122,60,26
2852,12123,72,53
2853,12124,15,10
2854,12125,21,14
2855,12130,239,134
2856,12132,28,15
2857,12134,425,181
2858,12136,7,10
2859,12137,55,17
2860,12138,202,100
2861,12139,121,52
2862,12140,14,158
2863,12143,36,17
2864,12144,210,95
2865,12147,475,262
2866,12148,210,75
2867,12149,10,197
2868,12150,70,23
2869,12151,32,13
2870,12153,28,10
2871,12154,328,154
2872,12155,34,11
2873,12156,29,17
2874,12157,88,26
2875,12158,97,60
2876,12159,223,99
2877,12160,13,219
2878,12164,131,62
2879,12165,88,57
2880,12166,7,218
2881,12167,20,10
2882,12168,26,16
2883,12169,296,142
2884,12170,69,39
2885,12172,5,23
2886,12173,21,21
2887,12174,28,23
2888,12175,10,208
2889,12176,116,88
2890,12177,26,5
2891,12180,344,157
2892,12182,187,89
2893,12183,31,17
2894,12184,14,13
2895,12185,320,153
2896,12186,116,50
2897,12187,12,225
2898,12188,191,64
2899,12189,119,53
2900,12190,142,63
2901,12192,18,13
2902,12193,500,274
2903,12194,508,255
2904,12196,27,10
2905,12197,34,11
2906,12198,196,92
2907,12202,48,39
2908,12203,260,115
2909,12204,156,81
2910,12205,287,125
2911,12206,155,77
2912,12207,50,43
2913,12208,124,65
2914,12209,50,44
2915,12210,46,40
2916,12211,171,81
2917,12222,22,67
2918,12302,84,33
2919,12303,236,99
2920,12304,78,31
2921,12305,54,19
2922,12306,89,27
2923,12307,16,7
2924,12308,52,20
2925,12309,255,108
2926,12401,112,116
2927,12404,13,23
2928,12405,6,7
2929,12406,394,271
2930,12407,10,23
2931,12409,29,40
2932,12410,18,33
2933,12412,80,5
2934,12413,12,8
2935,12414,68,77
2936,12417,28,27
2937,12418,438,249
2938,12419,133,14
2939,12420,171,144
2940,12421,408,248
2941,12422,435,239
2942,12423,451,248
2943,12424,5,8
2944,12427,9,19
2945,12428,122,103
2946,12429,74,72
2947,12430,437,7
2948,12431,13,6
2949,12432,37,45
2950,12433,105,9
2951,12434,429,228
2952,12435,13,7
2953,12439,460,7
2954,12440,13,26
2955,12442,463,8
2956,12443,39,44
2957,12444,488,5
2958,12446,147,123
2959,12448,65,8
2960,12449,27,27
2961,12451,25,21
2962,12452,23,31
2963,12454,35,45
2964,12455,8,9
2965,12456,18,11
2966,12457,379,17
2967,12458,70,65
2968,12460,133,82
2969,12461,6,16
2970,12463,15,11
2971,12464,55,69
2972,12465,6,23
2973,12466,9,16
2974,12468,5,23
2975,12469,456,242
2976,12470,10,7
2977,12472,135,7
2978,12473,12,8
2979,12474,369,229
2980,12477,71,83
2981,12480,433,7
2982,12481,418,20
2983,12482,22,21
2984,12483,138,110
2985,12484,35,43
2986,12485,63,71
2987,12486,74,71
2988,12487,60,58
2989,12489,6,6
2990,12491,32,42
2991,12492,35,48
2992,12493,14,9
2993,12494,406,16
2994,12495,57,65
2995,12496,19,27
2996,12498,36,43
2997,12501,6,8
2998,12502,601,8
2999,12503,688,8
3000,12504,36,6
3001,12507,37,42
3002,12508,112,78
3003,12513,11,14
3004,12514,21,13
3005,12515,13,18
3006,12516,5,8
3007,12517,11,14
3008,12518,22,20
3009,12520,12,9
3010,12521,11,16
3011,12522,11,8
3012,12523,10,14
3013,12524,121,79
3014,12525,21,26
3015,12526,24,22
3016,12528,243,184
3017,12529,81,65
3018,12531,50,33
3019,12533,341,245
3020,12534,75,84
3021,12538,75,71
3022,12540,70,47
3023,12542,153,110
3024,12543,91,64
3025,12545,192,149
3026,12546,82,74
3027,12547,54,39
3028,12548,5,204
3029,12549,265,219
3030,12550,117,84
3031,12553,136,87
3032,12561,228,182
3033,12563,97,66
3034,12564,37,24
3035,12565,15,22
3036,12566,13,13
3037,12567,112,98
3038,12569,71,47
3039,12570,24,16
3040,12571,105,113
3041,12572,39,36
3042,12574,30,28
3043,12575,88,69
3044,12577,28,26
3045,12578,60,42
3046,12580,56,49
3047,12581,5,10
3048,12582,87,51
3049,12583,36,35
3050,12585,5,180
3051,12586,80,57
3052,12589,247,203
3053,12590,139,96
3054,12592,8,727
3055,12594,18,13
3056,12601,233,185
3057,12603,93,55
3058,12701,90,57
3059,12719,8,395
3060,12721,37,39
3061,12723,6,131
3062,12724,35,15
3063,12725,27,29
3064,12726,298,155
3065,12729,27,14
3066,12732,10,310
3067,12733,8,51
3068,12734,21,9
3069,12737,67,48
3070,12740,44,53
3071,12741,36,10
3072,12743,53,26
3073,12745,36,14
3074,12746,20,10
3075,12747,22,8
3076,12748,14,7
3077,12749,20,7
3078,12750,36,17
3079,12751,10,49
3080,12752,305,155
3081,12754,22,8
3082,12758,27,16
3083,12759,9,5
3084,12760,5,128
3085,12762,21,8
3086,12763,12,7
3087,12764,57,25
3088,12765,29,24
3089,12766,35,13
3090,12768,11,286
3091,12771,20,10
3092,12775,9,72
3093,12776,27,13
3094,12777,97,71
3095,12778,61,43
3096,12779,12,52
3097,12780,20,9
3098,12783,20,7
3099,12785,47,35
3100,12786,21,6
3101,12787,31,13
3102,12788,19,8
3103,12789,70,56
3104,12790,127,91
3105,12791,35,14
3106,12792,57,25
3107,12801,35,14
3108,12803,33,13
3109,12804,87,41
3110,12808,108,51
3111,12809,102,51
3112,12810,51,22
3113,12812,66,35
3114,12814,59,22
3115,12815,119,50
3116,12816,140,60
3117,12817,27,12
3118,12819,139,74
3119,12821,65,27
3120,12822,101,52
3121,12824,16,8
3122,12827,64,25
3123,12828,101,49
3124,12831,98,48
3125,12832,83,32
3126,12833,37,25
3127,12834,137,63
3128,12835,95,43
3129,12836,16,7
3130,12837,10,81
3131,12838,97,43
3132,12839,47,19
3133,12841,137,67
3134,12842,68,39
3135,12843,49,21
3136,12844,11,6
3137,12845,49,20
3138,12846,89,41
3139,12847,26,19
3140,12849,9,102
3141,12850,167,69
3142,12851,80,37
3143,12852,41,25
3144,12853,17,9
3145,12855,5,64
3146,12857,92,41
3147,12858,135,75
3148,12859,34,19
3149,12860,89,46
3150,12861,115,63
3151,12863,5,7
3152,12865,73,30
3153,12866,194,78
3154,12870,7,47
3155,12871,151,70
3156,12873,496,230
3157,12874,116,51
3158,12878,52,23
3159,12883,14,7
3160,12884,160,73
3161,12885,52,22
3162,12886,113,50
3163,12887,79,24
3164,12901,90,48
3165,12903,20,7
3166,12910,34,8
3167,12912,38,18
3168,12913,11,11
3169,12914,32,12
3170,12916,23,7
3171,12917,6,95
3172,12918,33,8
3173,12919,7,223
3174,12920,7,38
3175,12921,5,82
3176,12922,43,25
3177,12923,10,187
3178,12926,14,142
3179,12927,35,17
3180,12928,12,6
3181,12929,131,66
3182,12930,62,26
3183,12932,31,29
3184,12934,12,74
3185,12935,175,73
3186,12936,6,81
3187,12937,6,33
3188,12939,9,11
3189,12941,15,11
3190,12942,6,8
3191,12943,14,11
3192,12944,85,44
3193,12945,14,12
3194,12946,11,11
3195,12950,48,39
3196,12952,125,64
3197,12953,85,32
3198,12955,8,59
3199,12956,121,80
3200,12957,27,8
3201,12958,5,202
3202,12959,585,211
3203,12960,111,73
3204,12961,113,73
3205,12962,54,28
3206,12965,59,26
3207,12966,17,5
3208,12967,30,12
3209,12969,7,28
3210,12970,9,11
3211,12972,69,37
3212,12973,36,23
3213,12974,119,80
3214,12975,83,47
3215,12976,76,32
3216,12979,5,9
3217,12980,50,24
3218,12981,30,9
3219,12983,59,27
3220,12985,35,15
3221,12986,36,22
3222,12987,16,12
3223,12989,11,11
3224,12992,41,8
3225,12993,46,30
3226,12996,63,39
3227,12997,14,11
3228,12998,113,69
3229,13020,156,62
3230,13021,115,44
3231,13026,439,172
3232,13027,212,86
3233,13028,24,6
3234,13029,71,24
3235,13030,91,37
3236,13031,134,57
3237,13032,151,55
3238,13033,106,44
3239,13034,59,28
3240,13035,162,61
3241,13036,190,76
3242,13037,192,72
3243,13039,153,61
3244,13040,42,11
3245,13041,141,50
3246,13042,300,110
3247,13044,192,73
3248,13045,70,33
3249,13052,39,10
3250,13053,23,6
3251,13054,17,5
3252,13057,140,55
3253,13060,47,23
3254,13061,395,149
3255,13063,11,143
3256,13066,129,51
3257,13068,68,33
3258,13069,181,71
3259,13071,450,185
3260,13072,390,147
3261,13073,64,33
3262,13074,134,54
3263,13076,6,39
3264,13077,87,42
3265,13078,113,48
3266,13080,27,12
3267,13081,457,185
3268,13082,94,40
3269,13083,7,100
3270,13084,192,75
3271,13087,21,5
3272,13088,111,46
3273,13090,168,68
3274,13092,82,42
3275,13101,21,5
3276,13103,5,75
3277,13104,188,72
3278,13108,91,38
3279,13110,14,5
3280,13111,310,123
3281,13112,46,18
3282,13113,162,66
3283,13114,42,13
3284,13115,11,6
3285,13116,129,53
3286,13117,24,11
3287,13118,106,52
3288,13120,114,49
3289,13122,375,142
3290,13123,311,113
3291,13124,38,9
3292,13126,67,22
3293,13131,59,16
3294,13132,57,18
3295,13134,86,27
3296,13135,199,79
3297,13136,438,166
3298,13140,74,32
3299,13141,350,142
3300,13142,27,9
3301,13143,50,17
3302,13144,304,116
3303,13145,254,89
3304,13146,59,25
3305,13147,360,146
3306,13148,58,24
3307,13152,195,80
3308,13153,32,15
3309,13155,457,171
3310,13156,13,6
3311,13157,13,112
3312,13158,46,13
3313,13159,150,59
3314,13160,17,10
3315,13163,11,29
3316,13164,135,56
3317,13165,65,27
3318,13166,151,60
3319,13167,181,70
3320,13202,50,25
3321,13203,53,26
3322,13204,99,45
3323,13205,84,40
3324,13206,110,45
3325,13207,87,40
3326,13208,118,49
3327,13209,164,70
3328,13210,92,40
3329,13211,114,47
3330,13212,108,36
3331,13214,85,35
3332,13215,127,56
3333,13219,85,35
3334,13224,93,40
3335,13302,5,123
3336,13303,69,17
3337,13304,22,8
3338,13305,55,25
3339,13308,11,105
3340,13309,21,7
3341,13312,9,5
3342,13313,71,21
3343,13314,70,21
3344,13315,45,14
3345,13316,327,121
3346,13317,58,14
3347,13318,171,47
3348,13319,44,12
3349,13320,45,10
3350,13321,55,16
3351,13322,39,11
3352,13323,41,13
3353,13324,48,13
3354,13325,6,112
3355,13326,28,9
3356,13327,6,5
3357,13328,31,9
3358,13329,29,6
3359,13331,19,12
3360,13332,20,6
3361,13334,5,116
3362,13335,191,57
3363,13337,7,49
3364,13338,118,35
3365,13339,48,13
3366,13340,72,20
3367,13341,42,13
3368,13342,209,66
3369,13343,9,5
3370,13345,9,5
3371,13346,336,113
3372,13348,25,9
3373,13350,15,39
3374,13354,26,8
3375,13355,311,100
3376,13357,64,19
3377,13360,34,23
3378,13361,59,18
3379,13362,14,111
3380,13363,15,98
3381,13364,66,19
3382,13365,141,41
3383,13367,53,22
3384,13368,8,41
3385,13402,333,111
3386,13403,53,15
3387,13404,7,37
3388,13406,15,41
3389,13407,65,20
3390,13408,7,116
3391,13409,12,111
3392,13410,49,13
3393,13411,36,12
3394,13413,43,12
3395,13415,38,12
3396,13416,5,40
3397,13417,22,5
3398,13418,68,18
3399,13420,36,15
3400,13421,76,20
3401,13424,22,5
3402,13425,25,9
3403,13428,13,166
3404,13431,72,18
3405,13433,8,47
3406,13435,72,19
3407,13436,36,21
3408,13437,8,119
3409,13438,62,17
3410,13439,67,19
3411,13440,76,20
3412,13452,30,8
3413,13454,25,5
3414,13456,44,12
3415,13459,50,12
3416,13460,30,8
3417,13461,9,106
3418,13464,6,143
3419,13468,54,14
3420,13469,77,21
3421,13470,28,6
3422,13471,315,113
3423,13473,245,88
3424,13476,37,9
3425,13477,21,5
3426,13478,26,6
3427,13480,283,93
3428,13483,64,19
3429,13485,55,17
3430,13486,72,19
3431,13488,40,10
3432,13489,18,5
3433,13490,45,12
3434,13491,66,19
3435,13492,55,16
3436,13493,47,13
3437,13494,132,43
3438,13495,25,6
3439,13501,44,13
3440,13502,72,19
3441,13601,104,36
3442,13602,28,14
3443,13603,12,5
3444,13605,33,15
3445,13606,18,8
3446,13607,108,32
3447,13608,36,16
3448,13612,30,14
3449,13613,29,10
3450,13614,10,6
3451,13615,16,8
3452,13616,26,12
3453,13617,19,6
3454,13618,66,21
3455,13619,32,16
3456,13620,15,8
3457,13621,31,10
3458,13622,58,24
3459,13624,58,24
3460,13625,12,21
3461,13626,37,15
3462,13628,36,16
3463,13630,30,6
3464,13633,24,35
3465,13634,53,21
3466,13635,73,25
3467,13636,35,15
3468,13637,29,13
3469,13638,29,14
3470,13639,71,28
3471,13640,7,5
3472,13642,79,31
3473,13646,24,6
3474,13648,75,29
3475,13650,30,14
3476,13651,29,13
3477,13652,19,5
3478,13654,23,28
3479,13655,12,22
3480,13656,39,20
3481,13658,24,8
3482,13659,27,12
3483,13660,32,11
3484,13661,25,9
3485,13662,265,80
3486,13664,17,23
3487,13665,68,26
3488,13666,42,17
3489,13667,28,10
3490,13668,28,10
3491,13669,23,22
3492,13670,73,27
3493,13672,10,26
3494,13673,36,17
3495,13676,66,19
3496,13678,12,37
3497,13679,33,12
3498,13680,30,7
3499,13681,79,31
3500,13682,17,8
3501,13684,59,19
3502,13685,30,16
3503,13687,14,18
3504,13690,41,15
3505,13691,40,20
3506,13693,119,37
3507,13694,322,84
3508,13697,28,10
3509,13730,49,16
3510,13731,5,5
3511,13732,43,13
3512,13733,42,12
3513,13734,17,7
3514,13736,147,61
3515,13739,132,76
3516,13740,170,113
3517,13743,106,47
3518,13744,77,28
3519,13746,99,31
3520,13748,60,23
3521,13750,34,9
3522,13752,23,8
3523,13753,19,7
3524,13754,23,64
3525,13755,18,6
3526,13756,21,6
3527,13757,25,11
3528,13760,103,38
3529,13774,12,118
3530,13775,33,8
3531,13776,10,77
3532,13777,63,23
3533,13778,99,32
3534,13780,12,55
3535,13782,24,6
3536,13783,14,87
3537,13784,5,111
3538,13786,192,99
3539,13787,94,29
3540,13788,226,122
3541,13790,72,26
3542,13794,9,87
3543,13795,55,21
3544,13796,19,57
3545,13797,8,84
3546,13801,39,9
3547,13802,53,13
3548,13803,41,12
3549,13804,180,57
3550,13806,9,6
3551,13807,22,7
3552,13808,15,70
3553,13809,12,53
3554,13810,8,60
3555,13811,138,62
3556,13812,17,7
3557,13813,5,57
3558,13815,18,6
3559,13820,26,9
3560,13825,39,11
3561,13827,94,32
3562,13830,33,8
3563,13832,9,146
3564,13833,41,19
3565,13834,5,10
3566,13835,146,64
3567,13838,174,56
3568,13839,168,56
3569,13841,9,88
3570,13842,183,100
3571,13843,33,8
3572,13844,22,6
3573,13846,24,5
3574,13849,34,8
3575,13850,73,26
3576,13856,165,56
3577,13859,34,8
3578,13861,14,13
3579,13862,113,36
3580,13863,10,123
3581,13864,20,10
3582,13865,90,26
3583,13901,69,27
3584,13903,74,26
3585,13904,96,28
3586,13905,97,32
3587,14001,507,213
3588,14004,97,39
3589,14005,24,7
3590,14006,27,10
3591,14008,7,5
3592,14009,76,33
3593,14011,131,51
3594,14012,8,7
3595,14013,18,9
3596,14020,61,27
3597,14024,22,12
3598,14025,36,18
3599,14026,14,6
3600,14028,7,5
3601,14030,10,286
3602,14031,220,76
3603,14032,232,78
3604,14033,58,25
3605,14034,11,259
3606,14036,28,8
3607,14037,17,9
3608,14039,52,18
3609,14040,27,8
3610,14041,46,14
3611,14042,38,21
3612,14043,140,52
3613,14047,55,16
3614,14048,18,253
3615,14051,335,132
3616,14052,504,208
3617,14054,23,7
3618,14055,10,277
3619,14057,48,19
3620,14058,26,8
3621,14059,237,86
3622,14060,579,231
3623,14061,7,80
3624,14062,35,11
3625,14063,37,8
3626,14065,23,14
3627,14066,27,9
3628,14067,350,133
3629,14068,149,55
3630,14069,218,100
3631,14070,38,12
3632,14072,363,151
3633,14075,89,34
3634,14080,17,9
3635,14081,13,268
3636,14082,142,52
3637,14085,23,11
3638,14086,315,106
3639,14091,13,268
3640,14092,129,37
3641,14094,502,203
3642,14098,9,6
3643,14101,22,9
3644,14102,6,210
3645,14103,151,58
3646,14105,332,122
3647,14108,24,10
3648,14109,7,43
3649,14111,142,56
3650,14113,935,358
3651,14120,293,110
3652,14125,30,10
3653,14126,2100,736
3654,14127,148,76
3655,14129,5,242
3656,14130,777,314
3657,14131,82,26
3658,14132,161,48
3659,14134,9,274
3660,14136,21,5
3661,14138,66,16
3662,14139,19,14
3663,14141,90,31
3664,14143,23,7
3665,14145,13,8
3666,14150,456,185
3667,14167,5,365
3668,14170,85,33
3669,14171,27,9
3670,14172,24,10
3671,14173,78,30
3672,14174,57,20
3673,14201,61,55
3674,14202,59,54
3675,14203,115,72
3676,14204,146,87
3677,14206,180,98
3678,14207,188,99
3679,14208,79,62
3680,14209,75,60
3681,14210,171,92
3682,14211,217,114
3683,14212,202,106
3684,14213,73,58
3685,14214,237,118
3686,14215,247,121
3687,14216,217,110
3688,14217,179,69
3689,14218,316,147
3690,14219,83,30
3691,14220,163,83
3692,14221,386,171
3693,14222,82,62
3694,14223,103,39
3695,14224,366,169
3696,14225,215,83
3697,14226,281,106
3698,14227,151,48
3699,14228,380,153
3700,14301,102,30
3701,14303,102,30
3702,14304,242,72
3703,14305,95,29
3704,14411,51,21
3705,14414,255,107
3706,14415,19,10
3707,14416,204,63
3708,14418,473,197
3709,14420,258,98
3710,14422,28,10
3711,14423,323,129
3712,14424,179,60
3713,14425,62,26
3714,14427,841,329
3715,14428,339,130
3716,14432,140,58
3717,14433,66,27
3718,14435,23,8
3719,14437,37,12
3720,14441,59,29
3721,14445,20,12
3722,14450,195,91
3723,14454,103,34
3724,14456,63,24
3725,14462,40,14
3726,14464,15,6
3727,14466,11,173
3728,14467,62,21
3729,14468,318,125
3730,14469,18,10
3731,14470,116,39
3732,14471,69,24
3733,14472,342,131
3734,14475,64,20
3735,14476,11,278
3736,14477,11,358
3737,14478,397,177
3738,14479,9,5
3739,14480,20,5
3740,14481,16,5
3741,14482,255,98
3742,14485,34,7
3743,14486,198,85
3744,14487,17,173
3745,14489,68,27
3746,14502,333,129
3747,14504,29,9
3748,14505,15,168
3749,14506,150,55
3750,14507,47,21
3751,14510,41,12
3752,14511,308,119
3753,14512,41,18
3754,14513,129,51
3755,14514,157,50
3756,14516,542,211
3757,14517,33,10
3758,14519,49,24
3759,14521,564,248
3760,14522,20,170
3761,14525,142,44
3762,14526,51,27
3763,14527,49,25
3764,14530,54,17
3765,14532,31,12
3766,14533,23,6
3767,14534,236,101
3768,14536,744,293
3769,14539,23,6
3770,14541,14,8
3771,14543,111,35
3772,14544,12,7
3773,14545,20,7
3774,14546,138,59
3775,14548,50,19
3776,14550,896,364
3777,14551,5,178
3778,14555,36,6
3779,14559,134,39
3780,14560,48,17
3781,14561,97,40
3782,14564,119,42
3783,14568,68,22
3784,14569,52,16
3785,14571,9,5
3786,14572,37,10
3787,14580,196,85
3788,14585,284,115
3789,14586,68,19
3790,14588,94,50
3791,14589,8,165
3792,14590,45,16
3793,14591,5,355
3794,14604,25,29
3795,14605,64,44
3796,14606,237,97
3797,14607,58,44
3798,14608,181,75
3799,14609,122,66
3800,14610,173,77
3801,14611,179,75
3802,14612,174,79
3803,14613,50,33
3804,14614,22,23
3805,14615,127,62
3806,14616,232,95
3807,14617,88,50
3808,14618,131,65
3809,14619,40,19
3810,14620,166,75
3811,14621,47,29
3812,14622,95,57
3813,14623,258,104
3814,14624,222,88
3815,14625,126,69
3816,14626,72,21
3817,14627,5,38
3818,14701,48,10
3819,14706,26,9
3820,14707,67,19
3821,14708,67,20
3822,14709,18,5
3823,14710,54,11
3824,14711,321,139
3825,14712,31,8
3826,14714,241,111
3827,14715,65,17
3828,14716,17,216
3829,14717,407,173
3830,14718,15,172
3831,14719,42,10
3832,14720,9,8
3833,14721,10,17
3834,14723,13,136
3835,14724,51,13
3836,14726,62,17
3837,14727,156,51
3838,14728,310,102
3839,14729,8,225
3840,14731,28,10
3841,14732,27,7
3842,14733,31,8
3843,14735,14,6
3844,14736,95,30
3845,14737,29,11
3846,14738,47,10
3847,14739,17,7
3848,14740,49,13
3849,14741,31,11
3850,14742,14,5
3851,14743,12,7
3852,14744,577,231
3853,14747,19,37
3854,14748,16,36
3855,14750,23,7
3856,14752,58,13
3857,14753,26,9
3858,14754,63,18
3859,14755,35,10
3860,14757,59,16
3861,14760,28,9
3862,14767,55,12
3863,14769,56,14
3864,14770,10,5
3865,14772,60,14
3866,14774,18,7
3867,14775,8,53
3868,14777,482,203
3869,14778,10,5
3870,14779,32,8
3871,14781,66,17
3872,14782,53,13
3873,14783,42,7
3874,14784,14,157
3875,14787,56,14
3876,14788,11,5
3877,14801,29,7
3878,14802,7,32
3879,14803,7,29
3880,14804,16,48
3881,14805,78,43
3882,14806,10,25
3883,14807,24,5
3884,14808,37,10
3885,14809,37,11
3886,14810,37,11
3887,14812,49,18
3888,14813,12,47
3889,14814,34,13
3890,14815,201,87
3891,14816,84,46
3892,14817,38,27
3893,14818,6,140
3894,14819,7,34
3895,14820,6,34
3896,14821,47,18
3897,14822,16,6
3898,14823,16,35
3899,14824,23,9
3900,14825,16,7
3901,14826,23,6
3902,14830,48,17
3903,14836,5,114
3904,14837,20,7
3905,14838,17,6
3906,14839,17,32
3907,14840,41,13
3908,14841,7,176
3909,14842,41,20
3910,14843,23,52
3911,14845,85,47
3912,14846,29,10
3913,14847,480,200
3914,14850,83,42
3915,14853,17,14
3916,14855,84,32
3917,14858,49,19
3918,14859,8,90
3919,14860,542,234
3920,14861,48,19
3921,14864,21,7
3922,14865,5,91
3923,14867,37,27
3924,14869,5,98
3925,14870,48,17
3926,14871,51,21
3927,14872,86,47
3928,14873,19,5
3929,14874,18,7
3930,14877,75,24
3931,14878,5,123
3932,14879,9,78
3933,14880,12,30
3934,14882,39,26
3935,14883,86,45
3936,14884,6,95
3937,14885,80,27
3938,14886,49,32
3939,14889,81,45
3940,14891,50,18
3941,14892,8,91
3942,14894,19,8
3943,14895,12,21
3944,14897,68,23
3945,14898,81,26
3946,14901,54,20
3947,14903,28,11
3948,14904,5,19
3949,14905,19,8
3950,15001,120,29
3951,15003,22,5
3952,15004,502,204
3953,15005,197,58
3954,15006,21,5
3955,15007,6,291
3956,15009,65,12
3957,15010,367,114
3958,15012,50,12
3959,15014,8,6
3960,15015,25,9
3961,15017,412,195
3962,15018,29,6
3963,15019,103,32
3964,15020,8,285
3965,15021,417,125
3966,15022,49,15
3967,15024,375,181
3968,15025,384,171
3969,15026,95,25
3970,15027,7,37
3971,15028,8,130
3972,15030,37,7
3973,15033,7,17
3974,15034,8,204
3975,15035,7,23
3976,15037,174,52
3977,15042,159,45
3978,15043,297,76
3979,15044,177,56
3980,15045,7,5
3981,15046,8,58
3982,15049,11,13
3983,15050,71,13
3984,15051,7,195
3985,15052,68,13
3986,15053,77,24
3987,15054,47,7
3988,15055,71,29
3989,15056,7,74
3990,15057,712,283
3991,15059,63,12
3992,15060,134,41
3993,15061,82,17
3994,15062,16,9
3995,15063,98,28
3996,15064,20,8
3997,15065,23,7
3998,15066,127,29
3999,15067,134,40
4000,15068,159,45
4001,15071,342,149
4002,15074,129,32
4003,15076,160,61
4004,15077,84,14
4005,15078,500,199
4006,15081,34,7
4007,15083,28,6
4008,15084,122,43
4009,15085,216,53
4010,15086,50,12
4011,15088,35,11
4012,15089,117,26
4013,15090,197,68
4014,15101,453,202
4015,15102,116,45
4016,15104,199,73
4017,15106,474,221
4018,15108,319,133
4019,15110,22,5
4020,15112,32,11
4021,15116,88,50
4022,15120,279,145
4023,15122,467,207
4024,15126,122,34
4025,15129,62,21
4026,15131,32,8
