Total Population,ZIP Code,Median Income
213,12913,32296
180,12914,26900
366,12916,27934
380,12917,30665
146,12918,37708
353,12919,22625
550,12920,31393
220,12921,30092
21,12922,28000
219,12923,25000
531,12926,23980
67,12927,23036
256,12928,28598
669,12929,23074
263,12930,26964
240,12932,29447
252,12934,23179
280,12935,24890
135,12936,36771
411,12937,24668
51,12939,37750
188,12941,32200
134,12942,35577
53,12943,25294
724,12944,22638
55,12945,29375
340,12946,28398
165,12950,28333
54,12952,16538
1833,12953,25208
94,12955,35556
74,12956,20063
155,12957,22725
85,12958,32317
66,12959,25810
65,12960,32117
18,12961,25069
399,12962,39638
117,12965,22500
526,12966,21135
281,12967,22412
118,12969,25331
275,12970,5745
338,12972,31438
49,12973,40500
283,12974,25643
35,12975,36722
70,12976,40313
398,12979,30646
259,12980,23370
168,12981,32097
928,12983,32818
107,12985,19677
669,12986,30472
31,12987,29375
225,12989,35500
383,12992,32733
316,12993,26458
288,12996,24478
277,12997,28698
22,12998,31985
17,13020,48125
3751,13021,28057
495,13026,26146
2373,13027,38846
87,13028,31417
454,13029,36674
251,13030,34823
1725,13031,37420
1193,13032,29732
711,13033,31458
548,13034,31483
1273,13035,30711
892,13036,27854
855,13037,35739
1708,13039,41830
844,13040,26926
988,13041,41601
337,13042,24574
183,13044,37159
2924,13045,22800
535,13052,29323
651,13053,29770
77,13054,31649
1293,13057,31825
361,13060,30665
169,13061,35875
438,13063,30528
1070,13066,46167
567,13068,31211
1878,13069,24578
240,13071,31016
207,13072,24250
660,13073,28379
547,13074,24507
193,13076,31327
806,13077,31036
1067,13078,44992
524,13080,28250
299,13081,33897
347,13082,31591
482,13083,26604
304,13084,34865
23,13087,52039
1838,13088,33247
2479,13090,37196
550,13092,30684
493,13101,31094
26,13103,35265
1323,13104,45757
812,13108,35198
373,13110,38085
216,13111,17939
164,13112,30787
96,13113,33571
944,13114,27388
40,13115,29000
223,13116,31909
67,13117,26406
1313,13118,29580
225,13120,25698
175,13122,29375
15,13123,33512
33,13124,28750
3445,13126,21199
718,13131,24340
192,13132,35103
29,13134,33173
608,13135,28141
154,13136,26250
1004,13140,25274
135,13141,25347
863,13142,26662
475,13143,26106
327,13144,22196
322,13145,27517
565,13146,25668
338,13147,29306
1580,13148,27032
1135,13152,42348
29,13153,25366
203,13155,26071
347,13156,34095
79,13157,21797
483,13158,28545
954,13159,31832
472,13160,30853
89,13163,32396
240,13164,41192
1188,13165,26777
853,13166,30340
298,13167,29006
747,13202,13309
1717,13203,21962
1807,13204,20328
1803,13205,18902
1149,13206,28420
1364,13207,28673
1972,13208,21064
1215,13209,29629
3592,13210,11675
537,13211,25579
2100,13212,30375
914,13214,30222
1269,13215,37201
1418,13219,33531
750,13224,28157
435,13302,24085
204,13303,32147
216,13304,35403
26,13305,26691
219,13308,26998
834,13309,26148
88,13312,31875
182,13313,26000
102,13314,27857
350,13315,26231
973,13316,26196
606,13317,24853
267,13318,32917
38,13319,20192
564,13320,26967
65,13321,26859
227,13322,26991
1384,13323,29300
511,13324,23606
273,13325,22300
861,13326,30105
348,13327,22813
212,13328,33651
735,13329,24895
23,13331,43068
529,13332,29148
123,13334,36139
350,13335,28955
63,13337,28438
255,13338,28243
824,13339,25769
902,13340,24986
16,13341,56563
58,13342,37417
415,13343,29272
35,13345,38250
922,13346,16984
232,13348,31919
742,13350,23325
454,13354,35882
97,13355,26172
968,13357,26220
59,13360,29250
232,13361,28796
19,13362,38333
167,13363,37211
17,13364,30500
1182,13365,24655
1176,13367,29454
288,13368,29455
219,13402,25507
669,13403,27931
44,13404,19896
184,13406,27083
732,13407,25290
680,13408,14932
496,13409,27853
84,13410,29167
659,13411,23429
1199,13413,33948
19,13415,30833
538,13416,30618
152,13417,27738
54,13418,32188
103,13420,32250
1235,13421,27481
409,13424,26616
446,13425,28018
326,13428,24609
371,13431,31250
393,13433,24595
111,13435,33839
33,13436,42216
149,13437,26193
758,13438,28281
678,13439,25744
3692,13440,27325
1019,13452,22809
126,13454,23125
387,13456,30767
529,13459,27300
603,13460,23100
306,13461,30320
369,13464,21250
104,13468,33984
64,13469,39271
194,13470,27708
460,13471,26242
185,13473,31250
369,13476,35586
88,13477,29464
176,13478,31335
676,13480,29375
55,13483,21524
257,13485,22731
127,13486,30240
45,13488,28125
195,13489,27083
72,13490,35714
873,13491,26754
997,13492,35902
465,13493,23630
54,13494,29821
197,13495,25114
3385,13501,19096
3186,13502,23771
3208,13601,24996
597,13602,22109
805,13603,27300
920,13605,24665
167,13606,29167
282,13607,25918
461,13608,25815
454,13612,35792
392,13613,31287
33,13614,14766
171,13615,29207
113,13616,27282
1293,13617,17054
377,13618,30236
950,13619,25527
343,13620,23347
92,13621,23750
435,13622,26537
658,13624,25644
401,13625,28136
508,13626,25625
103,13628,32500
205,13630,23105
110,13633,27000
386,13634,27330
306,13635,24653
115,13636,27813
381,13637,29688
27,13638,35522
60,13639,20563
59,13640,32917
1050,13642,21606
634,13646,21940
634,13648,23822
280,13650,27500
45,13651,50769
466,13652,28112
702,13654,25722
75,13655,28025
378,13656,25319
214,13658,30313
208,13659,22167
401,13660,25202
346,13661,34000
1258,13662,27042
143,13664,28750
80,13665,26857
72,13666,21029
241,13667,25494
581,13668,28276
1696,13669,26211
112,13670,22955
107,13672,31324
518,13673,26393
1921,13676,15167
15,13678,33370
241,13679,21512
305,13680,20878
225,13681,24980
221,13682,32146
274,13684,31926
426,13685,34554
96,13687,23750
197,13690,25750
532,13691,27420
60,13693,23718
273,13694,33500
144,13697,18645
457,13730,28316
218,13731,25179
766,13732,35337
685,13733,28448
136,13734,26435
451,13736,30073
158,13739,30417
170,13740,29223
412,13743,32089
174,13744,32500
258,13746,26814
191,13748,30976
108,13750,19792
156,13752,31615
1049,13753,16994
744,13754,23333
145,13755,23420
68,13756,28162
214,13757,27305
3480,13760,29256
16,13774,16726
269,13775,27899
175,13776,25938
67,13777,23295
870,13778,28904
82,13780,28274
170,13782,26307
406,13783,21491
25,13784,22500
104,13786,22212
215,13787,25238
276,13788,24438
1643,13790,24449
16,13794,19196
197,13795,27512
266,13796,32604
460,13797,24754
508,13801,21615
74,13802,22974
1070,13803,26211
76,13804,24355
44,13806,30455
331,13807,27953
283,13808,25698
137,13809,28884
216,13810,23073
617,13811,32069
475,13812,28070
45,13813,28281
1557,13815,24889
2417,13820,15133
412,13825,25686
801,13827,30543
850,13830,24781
146,13832,19545
305,13833,25343
15,13834,29201
330,13835,23361
250,13838,26127
135,13839,23170
130,13841,26979
109,13842,27115
333,13843,29549
195,13844,22532
48,13846,14167
543,13849,25330
1560,13850,30329
401,13856,25117
18,13859,34028
33,13861,25625
795,13862,31005
194,13863,22326
57,13864,28750
668,13865,28059
2249,13901,23512
1767,13903,24250
878,13904,23485
1924,13905,21166
694,14001,30323
1197,14004,33185
499,14005,27328
985,14006,28320
136,14008,31894
747,14009,26444
1281,14011,28339
468,14012,27741
343,14013,26011
2060,14020,25859
504,14024,30732
211,14025,38093
47,14026,32383
144,14028,32806
262,14030,29625
671,14031,35908
642,14032,47976
150,14033,39788
480,14034,18645
630,14036,30986
105,14037,33856
31,14039,33438
291,14040,31033
36,14041,26295
599,14042,23196
2166,14043,31744
438,14047,30542
1435,14048,21289
1334,14051,50182
1429,14052,34193
308,14054,32995
184,14055,27701
761,14057,35431
457,14058,28389
532,14059,34421
86,14060,28393
115,14061,28167
657,14062,26875
1423,14063,21821
345,14065,25711
359,14066,26776
392,14067,32019
532,14068,35386
101,14069,27602
1080,14070,21422
1173,14072,36643
3063,14075,35768
416,14080,31098
405,14081,29208
70,14082,32016
439,14085,41310
2413,14086,39159
134,14091,26199
981,14092,33905
3553,14094,30042
610,14098,30589
309,14101,24198
72,14102,40889
1093,14103,25216
672,14105,31408
397,14108,29767
167,14109,3466
522,14111,29603
115,14113,30638
3359,14120,31412
734,14125,27385
37,14126,26058
2031,14127,38709
330,14129,26393
37,14130,25694
428,14131,33820
465,14132,27963
24,14134,30500
644,14136,25704
532,14138,27309
212,14139,37420
718,14141,30005
179,14143,25130
277,14145,31117
3059,14150,30107
361,14167,34833
183,14170,35343
339,14171,32207
451,14172,37232
16,14173,29712
672,14174,31606
807,14201,20883
392,14202,29878
161,14203,25163
720,14204,18097
1987,14206,23044
1745,14207,17683
934,14208,16154
616,14209,22189
1094,14210,22782
1786,14211,17521
945,14212,17320
1768,14213,18858
1548,14214,20316
2719,14215,20963
1508,14216,30777
1814,14217,33774
1588,14218,22071
1023,14219,28553
1979,14220,27719
4119,14221,40361
1343,14222,30038
1455,14223,34809
3332,14224,33005
2917,14225,28834
1965,14226,35775
1783,14227,29595
1534,14228,27127
1072,14301,17352
580,14303,20634
2271,14304,27876
1743,14305,20274
1499,14411,25049
566,14414,31852
23,14415,26000
501,14416,26081
164,14418,36131
1935,14420,22012
411,14422,28023
631,14423,30643
2567,14424,31372
672,14425,35485
463,14427,30725
708,14428,34232
653,14432,25194
607,14433,27966
474,14435,35984
1806,14437,22372
130,14441,25750
672,14445,29798
2760,14450,41055
1262,14454,11883
2154,14456,23018
188,14462,31953
696,14464,27512
114,14466,31399
587,14467,31315
1220,14468,33838
888,14469,31019
1003,14470,26501
249,14471,27788
771,14472,40158
48,14475,36012
370,14476,31585
158,14477,32533
202,14478,6024
20,14479,31553
42,14480,14274
464,14481,29627
749,14482,29191
625,14485,26325
35,14486,34306
602,14487,36403
534,14489,24168
1208,14502,33849
446,14504,28427
421,14505,31358
93,14506,53994
353,14507,27730
487,14510,24424
26,14511,35577
968,14512,28520
904,14513,23454
392,14514,34318
321,14516,31370
455,14517,24497
905,14519,31756
615,14521,24019
777,14522,28899
451,14525,33057
1433,14526,40466
1830,14527,24654
553,14530,27721
457,14532,31552
170,14533,35087
2915,14534,50314
239,14536,27266
25,14539,31742
844,14541,23199
296,14543,34052
457,14544,26744
45,14545,19000
558,14546,30792
521,14548,32794
449,14550,26516
680,14551,22681
243,14555,31821
1384,14559,35131
453,14560,31605
355,14561,32433
1101,14564,41761
521,14568,35442
617,14569,31110
94,14571,26729
850,14572,26196
3716,14580,36709
15,14585,29432
843,14586,39375
121,14588,12500
635,14589,29140
857,14590,25392
485,14591,30541
108,14604,15417
1390,14605,12204
2089,14606,24735
1169,14607,30148
1074,14608,15643
3233,14609,25993
1214,14610,39922
1519,14611,16447
2452,14612,31956
946,14613,19824
125,14614,8105
1034,14615,23513
1892,14616,28714
2087,14617,35792
1970,14618,38569
1050,14619,20749
2082,14620,25678
2926,14621,16505
1105,14622,30874
2071,14623,20907
3087,14624,31597
853,14625,38909
2277,14626,31097
406,14627,6671
3870,14701,21622
994,14706,26567
55,14707,30446
53,14708,44375
535,14709,26412
507,14710,27453
479,14711,25000
353,14712,27976
169,14714,28333
693,14715,22031
528,14716,18106
113,14717,22039
507,14718,26915
848,14719,25253
123,14720,22609
24,14721,18676
386,14723,29375
726,14724,24442
392,14726,23448
1030,14727,26500
98,14728,24286
238,14729,33292
325,14731,30329
38,14732,23482
577,14733,23965
686,14735,22190
54,14736,30000
856,14737,25694
290,14738,27854
428,14739,22347
313,14740,22036
388,14741,27724
35,14742,16535
372,14743,27303
479,14744,7439
431,14747,26056
149,14748,17667
441,14750,30183
18,14752,14531
266,14753,21979
139,14754,27679
893,14755,24502
595,14757,28229
1624,14760,24816
533,14767,24909
95,14769,20461
463,14770,29923
856,14772,24694
30,14774,23750
385,14775,22563
115,14777,20800
290,14778,2622
2181,14779,20210
501,14781,26000
575,14782,22658
104,14783,22371
113,14784,25101
298,14787,24402
24,14788,28125
1252,14801,26076
881,14802,4425
225,14803,28125
537,14804,28893
249,14805,25865
550,14806,26440
760,14807,24969
89,14808,22750
544,14809,26056
1358,14810,20951
601,14812,27067
561,14813,25037
111,14814,40500
256,14815,24250
35,14816,42768
146,14817,28129
236,14818,26250
195,14819,15313
210,14820,22989
432,14821,28464
321,14822,25417
592,14823,24814
126,14824,22351
108,14825,27292
454,14826,24451
2286,14830,29147
162,14836,36782
1050,14837,24668
453,14838,30078
223,14839,28050
670,14840,30770
25,14841,21522
59,14842,22744
1737,14843,22934
1652,14845,33519
272,14846,28571
630,14847,26750
5673,14850,23047
518,14853,2499
219,14855,26607
302,14858,26000
129,14859,27031
348,14860,28566
288,14861,29440
203,14864,24917
483,14865,24517
304,14867,30280
297,14869,26134
1102,14870,33389
539,14871,36010
79,14872,36486
494,14873,23806
58,14874,31094
175,14877,25714
121,14878,31319
522,14879,29081
389,14880,25550
236,14882,40268
605,14883,24858
81,14884,40074
196,14885,26719
734,14886,30138
462,14889,27600
724,14891,22679
834,14892,22901
326,14894,21875
1276,14895,22598
218,14897,25259
490,14898,23438
1790,14901,16612
575,14903,31286
1112,14904,24027
645,14905,35618
2896,15001,29781
1178,15003,25929
25,15004,28013
886,15005,32160
27,15006,46875
17,15007,35515
2089,15009,31269
3223,15010,26232
1486,15012,30251
304,15014,27927
331,15015,53458
1334,15017,35285
69,15018,24232
189,15019,27407
18,15020,40185
1329,15021,27149
1519,15022,25620
945,15024,31468
1344,15025,28581
363,15026,31404
359,15027,29956
69,15028,27083
236,15030,24928
391,15033,21799
256,15034,25824
289,15035,29101
1273,15037,31323
902,15042,32308
308,15043,32344
1631,15044,44885
420,15045,24540
481,15046,33288
190,15049,24648
469,15050,27485
43,15051,41250
612,15052,27563
19,15053,31719
40,15054,16818
104,15055,27578
255,15056,25486
1446,15057,37203
354,15059,22979
209,15060,30417
1152,15061,27321
774,15062,24266
889,15063,29194
28,15064,36087
942,15065,30152
1346,15066,27136
356,15067,28178
3453,15068,27563
1146,15071,37410
1002,15074,27896
51,15076,21699
56,15077,14911
28,15078,24423
140,15081,27104
244,15083,21389
961,15084,25772
581,15085,32363
15,15086,28598
133,15088,21898
628,15089,27738
1267,15090,53809
1586,15101,41664
2623,15102,36774
888,15104,17606
2150,15106,30603
3516,15108,33419
540,15110,16724
447,15112,21289
1085,15116,39536
1706,15120,26463
1727,15122,26475
422,15126,40171
875,15129,33872
622,15131,32077
2146,15132,19710
779,15133,28771
283,15135,27526
1698,15136,27259
512,15137,25680
916,15139,35158
247,15140,20313
61,15142,85855
3280,15143,49251
699,15144,29526
427,15145,25190
2195,15146,32122
1399,15147,27733
447,15148,20760
1307,15201,34398
2631,15202,31957
824,15203,28313
638,15204,23820
2344,15205,31486
2749,15206,26961
1057,15207,26308
1057,15208,23849
865,15209,31877
2416,15210,23050
985,15211,30615
2799,15212,27106
2916,15213,6531
1518,15214,26941
1103,15215,36397
1984,15216,32938
2287,15217,33176
1546,15218,31266
1682,15219,11048
1539,15220,36669
2766,15221,27247
470,15222,45457
489,15223,30449
1322,15224,27248
272,15225,28266
1196,15226,31651
2344,15227,31029
1636,15228,46609
1175,15229,36993
1087,15232,30653
541,15233,19018
1326,15234,32117
2474,15235,30689
2510,15236,33305
3853,15237,40817
1312,15238,42578
1666,15239,34463
2252,15241,51731
1265,15243,40563
4826,15301,26621
94,15310,20536
204,15311,32530
1069,15312,31565
163,15313,27885
538,15314,23575
106,15315,26250
21,15316,20682
3141,15317,39553
466,15320,24618
137,15321,35475
319,15322,24841
989,15323,27630
210,15324,25714
21,15325,19574
248,15327,23718
345,15329,28214
558,15330,28866
117,15331,20909
766,15332,33188
415,15333,26586
46,15334,23750
207,15337,27500
416,15338,26360
137,15340,38269
266,15341,25795
547,15342,27984
295,15344,31691
358,15345,27281
85,15346,24545
35,15348,29688
339,15349,29776
37,15350,21641
25,15351,25107
366,15352,28125
27,15353,35417
359,15357,24871
56,15358,23819
62,15359,23235
442,15360,34798
159,15362,26027
32,15363,34412
199,15364,28438
18,15366,27000
850,15367,54486
40,15368,23750
2138,15370,21411
312,15376,29730
211,15377,23345
67,15379,30833
175,15380,25469
2438,15401,22585
72,15410,25317
242,15411,27632
110,15412,30078
39,15413,18902
1190,15417,24066
507,15419,9436
22,15420,19625
420,15423,26985
747,15424,19734
2119,15425,23575
253,15427,25083
570,15428,27011
23,15429,26974
46,15430,16957
566,15431,22834
197,15432,24722
57,15433,23712
91,15434,21250
57,15435,17375
450,15436,24408
272,15437,23806
323,15438,23225
19,15440,37625
233,15442,22260
18,15444,15875
234,15445,23943
20,15446,21081
27,15449,26384
369,15450,5299
56,15451,26111
36,15455,18558
237,15456,18903
121,15458,16345
314,15459,20176
26,15460,14750
369,15461,20168
21,15462,13689
203,15464,21667
143,15466,26641
36,15467,26667
159,15468,19755
174,15469,22333
138,15470,31693
758,15473,25080
270,15474,24574
99,15475,21623
210,15477,28625
873,15478,23427
298,15479,25227
223,15480,23636
57,15482,21750
136,15483,23947
400,15486,28012
42,15489,20057
27,15490,19063
2326,15501,24429
19,15502,32813
425,15510,3803
18,15520,30250
648,15521,21500
1545,15522,25829
996,15530,25311
600,15531,20456
36,15532,17847
274,15533,22377
265,15534,25094
540,15535,24891
159,15536,25227
1133,15537,23799
425,15538,26534
74,15540,21300
406,15541,26818
374,15542,22527
860,15545,23113
19,15546,37891
142,15547,18920
573,15550,24881
239,15551,24410
1459,15552,21911
354,15554,27005
30,15555,25000
1284,15557,25574
690,15558,20030
489,15559,26098
88,15560,26875
40,15561,30313
74,15562,25417
732,15563,23542
32,15564,26786
5416,15601,28104
371,15610,31516
92,15611,23690
35,15612,25984
1828,15613,30265
16,15615,31287
194,15617,24688
485,15618,25108
58,15620,28162
111,15622,23798
64,15623,29688
40,15624,24342
425,15626,35620
770,15627,24350
132,15628,24063
169,15629,20966
296,15631,20417
972,15632,36605
27,15633,15341
45,15634,14427
287,15636,50031
172,15637,27286
15,15638,21181
325,15639,27917
51,15640,34777
180,15641,31250
3893,15642,35549
1900,15644,28820
23,15646,17400
20,15647,32260
2489,15650,25863
71,15655,40561
1515,15656,28172
1032,15658,28047
37,15660,36193
43,15661,15905
202,15663,22529
107,15665,18827
1570,15666,25774
1139,15668,41569
431,15670,28163
48,15671,35898
475,15672,26775
303,15673,25773
241,15675,27072
23,15676,23698
59,15677,28162
52,15678,31635
221,15679,27378
963,15681,27050
856,15683,26857
55,15684,25890
93,15686,24054
179,15687,24732
96,15688,31313
16,15689,38702
1181,15690,24921
63,15692,33191
30,15695,27181
161,15696,33438
242,15697,32097
52,15698,19683
3209,15701,18095
39,15710,20787
109,15711,27750
34,15712,28750
803,15714,25264
98,15715,27841
68,15716,19402
1100,15717,26053
80,15721,22813
708,15722,24469
531,15724,20214
306,15725,31917
46,15727,29286
615,15728,21653
137,15729,24451
18,15730,14063
15,15731,27695
441,15732,28413
35,15733,15694
43,15734,24438
179,15736,27075
21,15737,30625
73,15738,21250
154,15739,28313
20,15741,26964
361,15742,21034
45,15744,22083
35,15745,29531
27,15746,14286
371,15747,25282
1242,15748,24413
28,15750,13712
171,15753,19773
19,15754,28493
54,15756,25694
632,15757,21997
823,15759,25437
25,15761,18063
268,15762,30903
48,15764,28063
277,15765,31125
2556,15767,22488
59,15770,19167
274,15771,24844
459,15772,23009
147,15773,24375
409,15774,30536
88,15775,29318
15,15777,30809
89,15778,18083
52,15780,24107
26,15781,31136
26,15783,32750
28,15784,21875
1522,15801,22883
63,15821,22500
303,15823,30339
902,15824,26379
1948,15825,25757
38,15827,20750
110,15828,20833
466,15829,27212
122,15832,22917
662,15834,24731
535,15840,25705
45,15841,24028
498,15845,23695
197,15846,31115
73,15847,21136
305,15848,19097
273,15849,24572
1213,15851,22033
888,15853,26587
314,15856,25406
1071,15857,27607
360,15860,25774
53,15861,18750
77,15863,16050
514,15864,25189
306,15865,24031
100,15866,21736
205,15868,25087
277,15870,31528
397,15901,13280
1930,15902,19599
1935,15904,26161
2079,15905,27203
1675,15906,19515
923,15909,26760
155,15920,28125
41,15922,23472
436,15923,24741
185,15924,26189
88,15925,20417
624,15926,23156
50,15927,26701
117,15928,29099
950,15931,28480
271,15935,25306
289,15936,26540
38,15937,25726
751,15938,26346
926,15940,9083
285,15942,27672
586,15943,25091
677,15944,24518
19,15945,25385
1011,15946,26839
36,15948,16545
85,15949,19722
44,15951,23993
94,15952,23460
495,15954,21300
305,15955,23836
516,15956,22133
98,15957,31178
486,15958,31003
80,15960,25231
256,15961,21172
89,15962,23750
1373,15963,24877
4160,16001,27878
1346,16002,34484
348,16020,25521
156,16022,25104
375,16023,24579
105,16024,28542
1217,16025,30191
120,16027,32083
456,16028,22838
235,16029,22465
150,16030,23250
1109,16033,33369
368,16034,30059
23,16035,36944
92,16036,20938
861,16037,33984
1016,16038,27197
285,16040,22826
545,16041,25188
169,16045,25057
1455,16046,52647
34,16048,28438
1028,16049,25212
504,16050,27589
574,16051,27776
508,16052,30339
473,16053,34945
176,16054,24904
638,16055,37743
809,16056,29362
2278,16057,12565
633,16059,38064
554,16061,25990
559,16063,33198
3009,16066,48609
3515,16101,21860
815,16102,23233
1328,16105,33243
106,16110,30313
328,16111,23000
310,16112,24583
161,16113,28000
180,16114,25000
549,16115,26888
252,16116,21477
1934,16117,26372
489,16120,24154
349,16121,16700
336,16123,30904
512,16124,23179
2127,16125,24504
2127,16127,21240
752,16130,24404
257,16131,25603
604,16133,25673
904,16134,24440
128,16136,33333
2886,16137,25694
455,16141,28231
1459,16142,19606
237,16143,23295
1005,16145,25803
1084,16146,19162
1345,16148,28345
936,16150,27919
51,16151,23750
808,16153,26540
202,16154,25022
32,16155,13657
873,16156,26902
613,16157,23413
578,16159,25950
189,16160,22500
174,16161,21250
2238,16201,25691
216,16210,26053
31,16211,23438
177,16212,22560
36,16213,21964
1188,16214,16238
30,16217,18750
211,16218,19674
611,16222,22706
35,16223,22333
323,16224,24857
852,16226,25938
252,16228,26125
740,16229,32054
245,16230,20298
1042,16232,26000
175,16233,25568
320,16235,29418
21,16236,13750
210,16238,27188
995,16239,11654
399,16240,24479
1203,16242,24503
41,16244,33250
63,16245,21705
109,16246,23594
797,16248,21218
433,16249,26250
71,16250,12031
20,16253,22500
876,16254,25070
656,16255,24395
709,16256,21834
344,16258,28742
638,16259,24286
38,16260,39167
666,16262,27129
40,16263,21536
2072,16301,23163
196,16311,27917
480,16313,23099
1549,16314,27882
732,16316,29564
452,16317,27569
227,16319,28352
17,16321,17222
44,16322,18750
1887,16323,23465
93,16326,28684
861,16327,25721
39,16328,23250
141,16329,23850
20,16331,17857
120,16333,25481
104,16334,26146
2898,16335,22139
437,16340,25417
744,16341,23640
722,16342,24109
25,16343,38618
167,16344,20789
623,16345,31019
336,16346,25465
287,16347,21569
666,16350,21622
583,16351,20436
79,16352,27938
794,16353,20837
2122,16354,21261
513,16360,25086
307,16362,26719
314,16364,25369
2196,16365,26127
54,16370,24803
852,16371,22798
150,16372,27171
1104,16373,29115
517,16374,24313
1554,16401,23183
236,16402,26250
1717,16403,25723
1041,16404,24210
204,16405,22321
948,16406,25395
1658,16407,21727
569,16410,27222
169,16411,25650
999,16412,28079
829,16415,40744
27,16416,25833
683,16417,29429
205,16420,16576
263,16421,24565
37,16422,23409
635,16423,25705
1141,16424,24245
560,16426,28941
80,16427,16750
1384,16428,28028
1107,16433,27847
849,16434,25409
619,16435,23725
156,16436,22138
1547,16438,25168
360,16440,26563
1192,16441,29362
621,16442,27781
122,16443,24534
260,16444,3194
177,16501,10072
1386,16502,19567
1704,16503,13773
1290,16504,22735
1520,16505,28815
2117,16506,30607
809,16507,16045
1511,16508,26843
1964,16509,32189
1965,16510,25790
1065,16511,26832
216,16546,3251
334,16563,2499
3287,16601,22655
2671,16602,22194
653,16611,27113
512,16613,29000
30,16616,16979
525,16617,28226
90,16619,26500
138,16620,21800
258,16621,22115
52,16622,27000
182,16623,19828
107,16624,33125
457,16625,22359
516,16627,22058
1227,16630,25065
17,16631,41250
41,16633,28313
133,16634,24375
1273,16635,25673
305,16636,27024
142,16637,23178
15,16638,36250
350,16639,22799
257,16640,26250
809,16641,27119
86,16645,25893
730,16646,26739
185,16647,25268
966,16648,30288
425,16650,23945
1345,16651,18842
3235,16652,20437
476,16655,25793
439,16656,20811
439,16657,25463
88,16659,25500
229,16661,20639
1058,16662,27114
629,16664,25387
119,16665,27431
445,16666,26959
279,16667,23819
924,16668,23942
743,16669,26655
268,16671,26591
56,16672,21607
1099,16673,28007
214,16674,21625
15,16677,18250
787,16678,23896
236,16679,19321
98,16680,25329
144,16683,27143
47,16685,19886
1476,16686,25819
126,16689,21731
98,16691,18750
276,16692,21316
1223,16693,24518
52,16694,25000
401,16695,24832
65,16699,17955
1854,16701,21962
412,16720,23632
29,16724,21750
24,16725,18242
103,16726,26902
33,16727,22143
22,16728,41607
222,16729,24375
627,16731,24444
59,16732,27266
73,16733,21964
93,16734,19464
1121,16735,25749
442,16738,19877
307,16740,21994
740,16743,25695
30,16744,18935
151,16745,26736
247,16746,23462
710,16748,19886
927,16749,25303
135,16750,25473
3051,16801,20242
1359,16803,27705
211,16820,30592
512,16822,23299
2529,16823,30164
19,16825,20329
60,16826,33523
241,16827,38399
505,16828,33240
185,16829,24258
1392,16830,22689
116,16832,30524
1036,16833,20895
23,16834,23438
96,16835,27750
354,16836,28500
16,16837,27375
618,16838,24392
88,16839,19980
33,16840,30592
1359,16841,27168
40,16843,20982
747,16844,30947
373,16845,23250
19,16847,21620
47,16848,25855
53,16849,33587
45,16851,43426
74,16852,25375
18,16853,25313
183,16854,29760
550,16858,24540
146,16859,30556
22,16860,28906
113,16861,22083
141,16863,20931
153,16865,31206
1123,16866,24863
17,16868,31917
1436,16870,37724
339,16872,24510
420,16874,28219
639,16875,32015
168,16876,19688
373,16877,31335
356,16878,25000
49,16879,18594
107,16881,24561
82,16882,25515
1213,16901,26687
165,16911,20313
465,16912,23792
519,16914,25769
1555,16915,24110
358,16917,26182
474,16920,20521
159,16921,22639
647,16922,23726
582,16923,22157
768,16925,26390
304,16926,30268
185,16927,18693
473,16928,25156
615,16929,25025
431,16930,25219
174,16932,29063
1085,16933,23387
341,16935,26702
447,16936,26446
40,16937,25125
255,16938,21667
91,16939,24722
86,16940,18125
35,16941,18438
232,16942,25121
200,16943,20000
630,16946,22488
1233,16947,22138
554,16948,21628
1009,16950,19350
195,17002,25417
1492,17003,23915
667,17004,25718
110,17005,30000
498,17006,24907
343,17007,43494
311,17009,29906
3703,17011,33627
2831,17013,29270
1798,17015,36893
69,17016,38769
432,17017,31398
469,17018,32605
1764,17019,32656
1425,17020,31527
263,17021,18947
2353,17022,28939
814,17023,27851
338,17024,31348
1284,17025,35192
312,17026,35217
374,17027,17051
277,17028,30165
270,17030,29783
1681,17032,31528
1469,17033,31979
337,17034,24670
185,17035,25313
1488,17036,41702
206,17037,25185
1041,17038,34920
530,17040,30897
3653,17042,30399
370,17043,35862
1845,17044,22473
820,17045,30011
2266,17046,25061
745,17047,25833
1050,17048,25137
283,17049,25078
2440,17050,44058
979,17051,23174
429,17052,23542
858,17053,32646
2878,17055,36390
1888,17057,30611
343,17058,24308
1231,17059,26567
381,17060,22609
765,17061,29743
1160,17062,29583
317,17063,23416
98,17064,44135
448,17065,28324
952,17066,22036
1066,17067,28678
751,17068,30130
41,17069,30000
1383,17070,37146
75,17071,30313
414,17073,31482
1607,17074,29327
36,17075,18542
1606,17078,31931
105,17080,35089
20,17081,24148
966,17082,26883
432,17084,27640
585,17086,27170
568,17087,31600
62,17088,36959
345,17090,33697
110,17093,22188
606,17094,27039
199,17097,24292
669,17098,25022
57,17099,23834
98,17101,17152
718,17102,27842
957,17103,21537
1057,17104,19994
1477,17109,31191
2238,17110,31927
2871,17111,34423
2238,17112,40537
781,17113,26199
1952,17201,28357
1542,17202,34277
20,17210,51346
118,17211,23529
157,17212,29135
181,17213,25250
76,17214,32269
53,17215,22361
20,17217,33438
76,17219,26500
57,17220,21333
139,17221,22188
767,17222,31924
62,17223,28750
233,17224,26839
1318,17225,32964
303,17228,29537
318,17229,23833
1134,17233,27336
23,17235,45882
1004,17236,29654
